"Id","Year","Month","Abundance","AbundanceScale","AbundanceLogScale"
"1519_1737_Air",1938,1,0.949388461,4.58151592923545,1.52202993227738
"1519_1737_Air",1939,1,0.579292674,2.79552440612652,1.02801971195138
"1519_1737_Air",1940,1,0.209196887,1.0095328830176,0.00948773180894075
"1519_1737_Air",1941,1,0.184225973,0.889029374750742,-0.117625001549846
"1519_1737_Air",1942,1,0.736751943,3.55538423038582,1.26846313909858
"1519_1737_Air",1943,1,0.371442377,1.79248983627428,0.58360562333569
"1519_1737_Air",1944,1,0.473130872,2.28321357982152,0.82558391543715
"1519_1737_Air",1945,1,0.447863663,2.16128022453418,0.770700742664449
"1519_1737_Air",1946,1,0.160347351,0.773796999853369,-0.256445713883529
"1519_1737_Air",1947,1,0.506312305,2.44333903961933,0.893365562679019
"1519_1737_Air",1948,1,0.219217256,1.05788872688572,0.0562751548291547
"1519_1737_Air",1949,1,0.059058228,0.285000527654843,-1.2552642472947
"1519_1737_Air",1950,1,0.021441263,0.103470277987112,-2.26847087672433
"1519_1737_Air",1951,1,0.111853643,0.539778255370554,-0.61659686196145
"1519_1737_Air",1952,1,0.044519637,0.214840852251816,-1.53785774703869
"1519_1737_Air",1953,1,0.034175933,0.164924672953217,-1.80226643687825
"1519_1737_Air",1954,1,0.025013079,0.120706986218284,-2.11438927170626
"1519_1737_Air",1955,1,0.051145207,0.246814228527414,-1.39911933655675
"1519_1737_Air",1956,1,0.022959057,0.110794779678415,-2.20007562059464
"1519_1737_Air",1957,1,0.000798657,0.00385412285677169,-5.55861183176798
"1519_1737_Air",1958,1,0.004485536,0.0216460969132835,-3.83293012192788
"1519_1737_Air",1959,1,0.013569141,0.0654813474055293,-2.72598994933097
"1519_1737_Air",1960,1,0.044355695,0.214049708357272,-1.54154700889026
"1519_1737_Air",1961,1,0.045515613,0.21964718822132,-1.51573270981998
"1519_1737_Air",1962,1,NA,NA,NA
"1519_1737_Air",1963,1,0.012319366,0.0594502396918026,-2.82261562403173
"1519_1737_Air",1964,1,0.008767491,0.0423097618372343,-3.1627374432607
"1519_1737_Air",1965,1,0.003897652,0.0188091128744153,-3.97341379922608
"1519_1737_Air",1966,1,0.006320385,0.0305006282948712,-3.4900079957491
"1519_1737_Air",1967,1,0.033402908,0.161194243843655,-1.82514515771307
"1519_1737_Air",1968,1,0.023063555,0.111299061404221,-2.19553445376206
"1519_1737_Air",1969,1,0.038423904,0.185424339425812,-1.68510835385305
"1519_1737_Air",1970,1,0.052723142,0.254428955938556,-1.36873363348004
"1519_1737_Air",1971,1,0.059751599,0.288346566091021,-1.24359216781417
"1519_1737_Air",1972,1,0.167584918,0.808723723593494,-0.212297923841992
"1519_1737_Air",1973,1,0.10018054,0.483446722457488,-0.726814161561572
"1519_1737_Air",1974,1,0.483823672,2.33481441082017,0.84793240651458
"1519_1737_Air",1975,1,0.272219717,1.31366560783117,0.272821403529085
