"Id","SeriesStep","SampleYear","Abundance","AbundanceScale","AbundanceLogScale"
"GPDD_1176",0,1924,1,1.03377358530533,0.0332157823848145
"GPDD_1176",1,NA,NA,NA,NA
"GPDD_1176",2,1926,1,1.03377358530533,0.0332157823848145
"GPDD_1176",3,1927,2,1.55066037795799,0.438680890492979
"GPDD_1176",4,1928,1,1.03377358530533,0.0332157823848145
"GPDD_1176",5,1929,1,1.03377358530533,0.0332157823848145
"GPDD_1176",6,NA,NA,NA,NA
"GPDD_1176",7,NA,NA,NA,NA
"GPDD_1176",8,NA,NA,NA,NA
"GPDD_1176",9,1933,0,0.516886792652665,-0.659931398175131
"GPDD_1176",10,1934,0,0.516886792652665,-0.659931398175131
"GPDD_1176",11,1935,0,0.516886792652665,-0.659931398175131
"GPDD_1176",12,NA,NA,NA,NA
"GPDD_1176",13,1937,3,2.06754717061066,0.72636296294476
"GPDD_1176",14,1938,3,2.06754717061066,0.72636296294476
"GPDD_1176",15,1939,1,1.03377358530533,0.0332157823848145
"GPDD_1176",16,1940,2,1.55066037795799,0.438680890492979
"GPDD_1176",17,1941,2,1.55066037795799,0.438680890492979
"GPDD_1176",18,1942,3,2.06754717061066,0.72636296294476
"GPDD_1176",19,1943,2,1.55066037795799,0.438680890492979
"GPDD_1176",20,1944,2,1.55066037795799,0.438680890492979
"GPDD_1176",21,1945,3,2.06754717061066,0.72636296294476
"GPDD_1176",22,1946,3,2.06754717061066,0.72636296294476
"GPDD_1176",23,1947,3,2.06754717061066,0.72636296294476
"GPDD_1176",24,1948,3,2.06754717061066,0.72636296294476
"GPDD_1176",25,1949,4,2.58443396326332,0.949506514258969
"GPDD_1176",26,1950,1,1.03377358530533,0.0332157823848145
"GPDD_1176",27,1951,2,1.55066037795799,0.438680890492979
"GPDD_1176",28,1952,3,2.06754717061066,0.72636296294476
"GPDD_1176",29,1953,4,2.58443396326332,0.949506514258969
"GPDD_1176",30,1954,7,4.13509434122132,1.41951014350471
"GPDD_1176",31,1955,7,4.13509434122132,1.41951014350471
"GPDD_1176",32,1956,9,5.16886792652665,1.64265369481891
"GPDD_1176",33,1957,7,4.13509434122132,1.41951014350471
"GPDD_1176",34,1958,4,2.58443396326332,0.949506514258969
"GPDD_1176",35,1959,5,3.10132075591599,1.13182807105292
"GPDD_1176",36,1960,5,3.10132075591599,1.13182807105292
"GPDD_1176",37,1961,4,2.58443396326332,0.949506514258969
"GPDD_1176",38,1962,2,1.55066037795799,0.438680890492979
"GPDD_1176",39,1963,3,2.06754717061066,0.72636296294476
"GPDD_1176",40,1964,6,3.61820754856865,1.28597875088018
"GPDD_1176",41,1965,4,2.58443396326332,0.949506514258969
"GPDD_1176",42,1966,2,1.55066037795799,0.438680890492979
"GPDD_1176",43,1967,5,3.10132075591599,1.13182807105292
"GPDD_1176",44,1968,3,2.06754717061066,0.72636296294476
"GPDD_1176",45,1969,3,2.06754717061066,0.72636296294476
"GPDD_1176",46,1970,4,2.58443396326332,0.949506514258969
"GPDD_1176",47,1971,4,2.58443396326332,0.949506514258969
"GPDD_1176",48,1972,2,1.55066037795799,0.438680890492979
"GPDD_1176",49,1973,2,1.55066037795799,0.438680890492979
"GPDD_1176",50,1974,4,2.58443396326332,0.949506514258969
"GPDD_1176",51,1975,2,1.55066037795799,0.438680890492979
"GPDD_1176",52,1976,2,1.55066037795799,0.438680890492979
"GPDD_1178",0,1924,2,2.96488173301619,1.0868371439699
"GPDD_1178",1,NA,NA,NA,NA
"GPDD_1178",2,1926,2,2.96488173301619,1.0868371439699
"GPDD_1178",3,1927,2,2.96488173301619,1.0868371439699
"GPDD_1178",4,1928,1,1.77892903980971,0.576011520203909
"GPDD_1178",5,1929,1,1.77892903980971,0.576011520203909
"GPDD_1178",6,NA,NA,NA,NA
"GPDD_1178",7,NA,NA,NA,NA
"GPDD_1178",8,NA,NA,NA,NA
"GPDD_1178",9,1933,0,0.592976346603237,-0.5226007684642
"GPDD_1178",10,1934,0,0.592976346603237,-0.5226007684642
"GPDD_1178",11,1935,0,0.592976346603237,-0.5226007684642
"GPDD_1178",12,NA,NA,NA,NA
"GPDD_1178",13,1937,2,2.96488173301619,1.0868371439699
"GPDD_1178",14,1938,1,1.77892903980971,0.576011520203909
"GPDD_1178",15,1939,2,2.96488173301619,1.0868371439699
"GPDD_1178",16,1940,1,1.77892903980971,0.576011520203909
"GPDD_1178",17,1941,2,2.96488173301619,1.0868371439699
"GPDD_1178",18,1942,2,2.96488173301619,1.0868371439699
"GPDD_1178",19,1943,2,2.96488173301619,1.0868371439699
"GPDD_1178",20,1944,2,2.96488173301619,1.0868371439699
"GPDD_1178",21,1945,2,2.96488173301619,1.0868371439699
"GPDD_1178",22,1946,1,1.77892903980971,0.576011520203909
"GPDD_1178",23,1947,1,1.77892903980971,0.576011520203909
"GPDD_1178",24,1948,2,2.96488173301619,1.0868371439699
"GPDD_1178",25,1949,2,2.96488173301619,1.0868371439699
"GPDD_1178",26,1950,2,2.96488173301619,1.0868371439699
"GPDD_1178",27,1951,2,2.96488173301619,1.0868371439699
"GPDD_1178",28,1952,2,2.96488173301619,1.0868371439699
"GPDD_1178",29,1953,1,1.77892903980971,0.576011520203909
"GPDD_1178",30,1954,2,2.96488173301619,1.0868371439699
"GPDD_1178",31,1955,3,4.15083442622266,1.42330938059111
"GPDD_1178",32,1956,4,5.33678711942914,1.67462380887202
"GPDD_1178",33,1957,3,4.15083442622266,1.42330938059111
"GPDD_1178",34,1958,2,2.96488173301619,1.0868371439699
"GPDD_1178",35,1959,3,4.15083442622266,1.42330938059111
"GPDD_1178",36,1960,1,1.77892903980971,0.576011520203909
"GPDD_1178",37,1961,2,2.96488173301619,1.0868371439699
"GPDD_1178",38,1962,1,1.77892903980971,0.576011520203909
"GPDD_1178",39,1963,1,1.77892903980971,0.576011520203909
"GPDD_1178",40,1964,2,2.96488173301619,1.0868371439699
"GPDD_1178",41,1965,2,2.96488173301619,1.0868371439699
"GPDD_1178",42,1966,1,1.77892903980971,0.576011520203909
"GPDD_1178",43,1967,2,2.96488173301619,1.0868371439699
"GPDD_1178",44,1968,2,2.96488173301619,1.0868371439699
"GPDD_1178",45,1969,1,1.77892903980971,0.576011520203909
"GPDD_1178",46,1970,1,1.77892903980971,0.576011520203909
"GPDD_1178",47,1971,1,1.77892903980971,0.576011520203909
"GPDD_1178",48,1972,1,1.77892903980971,0.576011520203909
"GPDD_1178",49,1973,1,1.77892903980971,0.576011520203909
"GPDD_1178",50,1974,0.5,1.18595269320647,0.170546412095745
"GPDD_1178",51,1975,0,0.592976346603237,-0.5226007684642
"GPDD_1178",52,1976,0.5,1.18595269320647,0.170546412095745
"GPDD_1179",0,1924,3,0.867565005717674,-0.142064835423707
"GPDD_1179",1,NA,NA,NA,NA
"GPDD_1179",2,1926,2,0.578376670478449,-0.547529943531871
"GPDD_1179",3,1927,3,0.867565005717674,-0.142064835423707
"GPDD_1179",4,1928,3,0.867565005717674,-0.142064835423707
"GPDD_1179",5,1929,3,0.867565005717674,-0.142064835423707
"GPDD_1179",6,NA,NA,NA,NA
"GPDD_1179",7,NA,NA,NA,NA
"GPDD_1179",8,NA,NA,NA,NA
"GPDD_1179",9,1933,6,1.73513001143535,0.551082345136239
"GPDD_1179",10,1934,5,1.44594167619612,0.368760788342284
"GPDD_1179",11,1935,10,2.89188335239225,1.06190796890223
"GPDD_1179",12,NA,NA,NA,NA
"GPDD_1179",13,1937,7,2.02431834667457,0.705233024963497
"GPDD_1179",14,1938,11,3.18107168763147,1.15721814870655
"GPDD_1179",15,1939,7,2.02431834667457,0.705233024963497
"GPDD_1179",16,1940,8,2.3135066819138,0.83876441758802
"GPDD_1179",17,1941,9,2.60269501715302,0.956547453244403
"GPDD_1179",18,1942,10,2.89188335239225,1.06190796890223
"GPDD_1179",19,1943,8,2.3135066819138,0.83876441758802
"GPDD_1179",20,1944,8,2.3135066819138,0.83876441758802
"GPDD_1179",21,1945,6,1.73513001143535,0.551082345136239
"GPDD_1179",22,1946,8,2.3135066819138,0.83876441758802
"GPDD_1179",23,1947,6,1.73513001143535,0.551082345136239
"GPDD_1179",24,1948,9,2.60269501715302,0.956547453244403
"GPDD_1179",25,1949,12,3.4702600228707,1.24422952569618
"GPDD_1179",26,1950,9,2.60269501715302,0.956547453244403
"GPDD_1179",27,1951,6,1.73513001143535,0.551082345136239
"GPDD_1179",28,1952,12,3.4702600228707,1.24422952569618
"GPDD_1179",29,1953,10,2.89188335239225,1.06190796890223
"GPDD_1179",30,1954,13,3.75944835810992,1.32427223336972
"GPDD_1179",31,1955,14,4.04863669334914,1.39838020552344
"GPDD_1179",32,1956,19,5.49457836954527,1.70376185507462
"GPDD_1179",33,1957,10,2.89188335239225,1.06190796890223
"GPDD_1179",34,1958,9,2.60269501715302,0.956547453244403
"GPDD_1179",35,1959,8,2.3135066819138,0.83876441758802
"GPDD_1179",36,1960,6,1.73513001143535,0.551082345136239
"GPDD_1179",37,1961,5,1.44594167619612,0.368760788342284
"GPDD_1179",38,1962,4,1.1567533409569,0.145617237028074
"GPDD_1179",39,1963,2,0.578376670478449,-0.547529943531871
"GPDD_1179",40,1964,7,2.02431834667457,0.705233024963497
"GPDD_1179",41,1965,5,1.44594167619612,0.368760788342284
"GPDD_1179",42,1966,3,0.867565005717674,-0.142064835423707
"GPDD_1179",43,1967,3,0.867565005717674,-0.142064835423707
"GPDD_1179",44,1968,5,1.44594167619612,0.368760788342284
"GPDD_1179",45,1969,6,1.73513001143535,0.551082345136239
"GPDD_1179",46,1970,5,1.44594167619612,0.368760788342284
"GPDD_1179",47,1971,6,1.73513001143535,0.551082345136239
"GPDD_1179",48,1972,4,1.1567533409569,0.145617237028074
"GPDD_1179",49,1973,4,1.1567533409569,0.145617237028074
"GPDD_1179",50,1974,7,2.02431834667457,0.705233024963497
"GPDD_1179",51,1975,4,1.1567533409569,0.145617237028074
"GPDD_1179",52,1976,6,1.73513001143535,0.551082345136239
"GPDD_1180",0,1924,5,1.91582115087922,0.65014633013915
"GPDD_1180",1,NA,NA,NA,NA
"GPDD_1180",2,1926,2,0.870827795854192,-0.13831103022512
"GPDD_1180",3,1927,0,0.174165559170838,-1.74774894265922
"GPDD_1180",4,1928,1,0.522496677512515,-0.649136653991111
"GPDD_1180",5,NA,NA,NA,NA
"GPDD_1180",6,NA,NA,NA,NA
"GPDD_1180",7,NA,NA,NA,NA
"GPDD_1180",8,NA,NA,NA,NA
"GPDD_1180",9,1933,2,0.870827795854192,-0.13831103022512
"GPDD_1180",10,1934,2,0.870827795854192,-0.13831103022512
"GPDD_1180",11,1935,2,0.870827795854192,-0.13831103022512
"GPDD_1180",12,NA,NA,NA,NA
"GPDD_1180",13,1937,2,0.870827795854192,-0.13831103022512
"GPDD_1180",14,1938,1,0.522496677512515,-0.649136653991111
"GPDD_1180",15,1939,3,1.21915891419587,0.198161206396093
"GPDD_1180",16,1940,2,0.870827795854192,-0.13831103022512
"GPDD_1180",17,1941,10,3.65747674258761,1.2967734950642
"GPDD_1180",18,1942,6,2.2641522692209,0.817200414802316
"GPDD_1180",19,1943,0,0.174165559170838,-1.74774894265922
"GPDD_1180",20,1944,0,0.174165559170838,-1.74774894265922
"GPDD_1180",21,1945,2,0.870827795854192,-0.13831103022512
